series_id,year,period,periodName,value,footnotes,latest
CES0000000001,1955.0,M12,December,51805.0,[{}],
CES0000000001,1956.0,M01,January,51975.0,[{}],
CES0000000001,1956.0,M02,February,52167.0,[{}],
CES0000000001,1956.0,M03,March,52294.0,[{}],
CES0000000001,1956.0,M04,April,52375.0,[{}],
CES0000000001,1956.0,M05,May,52506.0,[{}],
CES0000000001,1956.0,M06,June,52586.0,[{}],
CES0000000001,1956.0,M07,July,51955.0,[{}],
CES0000000001,1956.0,M08,August,52631.0,[{}],
CES0000000001,1956.0,M09,September,52604.0,[{}],
CES0000000001,1956.0,M10,October,52777.0,[{}],
CES0000000001,1956.0,M11,November,52821.0,[{}],
CES0000000001,1956.0,M12,December,52929.0,[{}],
CES0000000001,1957.0,M01,January,52887.0,[{}],
CES0000000001,1957.0,M02,February,53097.0,[{}],
CES0000000001,1957.0,M03,March,53156.0,[{}],
CES0000000001,1957.0,M04,April,53238.0,[{}],
CES0000000001,1957.0,M05,May,53150.0,[{}],
CES0000000001,1957.0,M06,June,53067.0,[{}],
CES0000000001,1957.0,M07,July,53123.0,[{}],
CES0000000001,1957.0,M08,August,53128.0,[{}],
CES0000000001,1957.0,M09,September,52934.0,[{}],
CES0000000001,1957.0,M10,October,52763.0,[{}],
CES0000000001,1957.0,M11,November,52558.0,[{}],
CES0000000001,1957.0,M12,December,52384.0,[{}],
CES0000000001,1958.0,M01,January,52076.0,[{}],
CES0000000001,1958.0,M02,February,51576.0,[{}],
CES0000000001,1958.0,M03,March,51299.0,[{}],
CES0000000001,1958.0,M04,April,51027.0,[{}],
CES0000000001,1958.0,M05,May,50914.0,[{}],
CES0000000001,1958.0,M06,June,50914.0,[{}],
CES0000000001,1958.0,M07,July,51039.0,[{}],
CES0000000001,1958.0,M08,August,51233.0,[{}],
CES0000000001,1958.0,M09,September,51506.0,[{}],
CES0000000001,1958.0,M10,October,51485.0,[{}],
CES0000000001,1958.0,M11,November,51944.0,[{}],
CES0000000001,1958.0,M12,December,52085.0,[{}],
CES0000000001,1959.0,M01,January,52478.0,[{}],
CES0000000001,1959.0,M02,February,52688.0,[{}],
CES0000000001,1959.0,M03,March,53014.0,[{}],
CES0000000001,1959.0,M04,April,53321.0,[{}],
CES0000000001,1959.0,M05,May,53550.0,[{}],
CES0000000001,1959.0,M06,June,53681.0,[{}],
CES0000000001,1959.0,M07,July,53804.0,[{}],
