year,period,periodName,value,footnotes,series_id,latest
2011,M08,August,678.628,[{}],CUUR0000AA0,
2011,M09,September,679.658,[{}],CUUR0000AA0,
2011,M10,October,678.258,[{}],CUUR0000AA0,
2011,M11,November,677.684,[{}],CUUR0000AA0,
2011,M12,December,676.014,[{}],CUUR0000AA0,
2012,M01,January,678.988,[{}],CUUR0000AA0,
2012,M02,February,681.977,[{}],CUUR0000AA0,
2012,M03,March,687.157,[{}],CUUR0000AA0,
2012,M04,April,689.232,[{}],CUUR0000AA0,
2012,M05,May,688.423,[{}],CUUR0000AA0,
2012,M06,June,687.415,[{}],CUUR0000AA0,
2012,M07,July,686.294,[{}],CUUR0000AA0,
2012,M08,August,690.113,[{}],CUUR0000AA0,
2012,M09,September,693.192,[{}],CUUR0000AA0,
2012,M10,October,692.923,[{}],CUUR0000AA0,
2012,M11,November,689.639,[{}],CUUR0000AA0,
2012,M12,December,687.782,[{}],CUUR0000AA0,
2013,M01,January,689.818,[{}],CUUR0000AA0,
2013,M02,February,695.467,[{}],CUUR0000AA0,
2013,M03,March,697.284,[{}],CUUR0000AA0,
2013,M04,April,696.561,[{}],CUUR0000AA0,
2013,M05,May,697.798,[{}],CUUR0000AA0,
2013,M06,June,699.473,[{}],CUUR0000AA0,
2013,M07,July,699.751,[{}],CUUR0000AA0,
2013,M08,August,700.593,[{}],CUUR0000AA0,
2013,M09,September,701.406,[{}],CUUR0000AA0,
2013,M10,October,699.601,[{}],CUUR0000AA0,
2013,M11,November,698.171,[{}],CUUR0000AA0,
2013,M12,December,698.11,[{}],CUUR0000AA0,
2014,M01,January,700.71,[{}],CUUR0000AA0,
2014,M02,February,703.3,[{}],CUUR0000AA0,
2014,M03,March,707.83,[{}],CUUR0000AA0,
2014,M04,April,710.162,[{}],CUUR0000AA0,
2014,M05,May,712.642,[{}],CUUR0000AA0,
2014,M06,June,713.97,[{}],CUUR0000AA0,
2014,M07,July,713.691,[{}],CUUR0000AA0,
2014,M08,August,712.498,[{}],CUUR0000AA0,
2014,M09,September,713.035,[{}],CUUR0000AA0,
2014,M10,October,711.243,[{}],CUUR0000AA0,
2014,M11,November,707.402,[{}],CUUR0000AA0,
2014,M12,December,703.393,[{}],CUUR0000AA0,
2015,M01,January,700.083,[{}],CUUR0000AA0,
2015,M02,February,703.122,[{}],CUUR0000AA0,
2015,M03,March,707.306,[{}],CUUR0000AA0,
2015,M04,April,708.746,[{}],CUUR0000AA0,
2015,M05,May,712.357,[{}],CUUR0000AA0,
2015,M06,June,714.855,[{}],CUUR0000AA0,
2015,M07,July,714.902,[{}],CUUR0000AA0,
2015,M08,August,713.89,[{}],CUUR0000AA0,
2015,M09,September,712.777,[{}],CUUR0000AA0,
2015,M10,October,712.458,[{}],CUUR0000AA0,
2015,M11,November,710.952,[{}],CUUR0000AA0,
2015,M12,December,708.524,[{}],CUUR0000AA0,
2016,M01,January,709.695,[{}],CUUR0000AA0,
2016,M02,February,710.278,[{}],CUUR0000AA0,
2016,M03,March,713.339,[{}],CUUR0000AA0,
2016,M04,April,716.719,[{}],CUUR0000AA0,
2016,M05,May,719.619,[{}],CUUR0000AA0,
2016,M06,June,721.982,[{}],CUUR0000AA0,
2016,M07,July,720.816,[{}],CUUR0000AA0,
2016,M08,August,721.476,[{}],CUUR0000AA0,
2016,M09,September,723.21,[{}],CUUR0000AA0,
2016,M10,October,724.113,[{}],CUUR0000AA0,
2016,M11,November,722.986,[{}],CUUR0000AA0,
2016,M12,December,723.224,[{}],CUUR0000AA0,
2017,M01,January,727.439,[{}],CUUR0000AA0,
2017,M02,February,729.727,[{}],CUUR0000AA0,
2017,M03,March,730.32,[{}],CUUR0000AA0,
2017,M04,April,732.486,[{}],CUUR0000AA0,
2017,M05,May,733.11,[{}],CUUR0000AA0,
2017,M06,June,733.775,[{}],CUUR0000AA0,
2017,M07,July,733.269,[{}],CUUR0000AA0,
2017,M08,August,735.466,[{}],CUUR0000AA0,
2017,M09,September,739.359,[{}],CUUR0000AA0,
2017,M10,October,738.893,[{}],CUUR0000AA0,
2017,M11,November,738.912,[{}],CUUR0000AA0,
2017,M12,December,738.477,[{}],CUUR0000AA0,
2018,M01,January,742.499,[{}],CUUR0000AA0,
2018,M02,February,745.866,[{}],CUUR0000AA0,
2018,M03,March,747.554,[{}],CUUR0000AA0,
2018,M04,April,750.524,[{}],CUUR0000AA0,
2018,M05,May,753.647,[{}],CUUR0000AA0,
2018,M06,June,754.848,[{}],CUUR0000AA0,
2018,M07,July,754.898,[{}],CUUR0000AA0,
2018,M08,August,755.317,[{}],CUUR0000AA0,
2018,M09,September,756.194,[{}],CUUR0000AA0,
2018,M10,October,757.532,[{}],CUUR0000AA0,
2018,M11,November,754.992,[{}],CUUR0000AA0,
2018,M12,December,752.584,[{}],CUUR0000AA0,
2019,M01,January,754.017,[{}],CUUR0000AA0,
2019,M02,February,757.204,[{}],CUUR0000AA0,
2019,M03,March,761.477,[{}],CUUR0000AA0,
2019,M04,April,765.507,[{}],CUUR0000AA0,
2019,M05,May,767.138,[{}],CUUR0000AA0,
2019,M06,June,767.291,[{}],CUUR0000AA0,
2019,M07,July,768.571,[{}],CUUR0000AA0,
2019,M08,August,768.533,[{}],CUUR0000AA0,
2019,M09,September,769.136,[{}],CUUR0000AA0,
2019,M10,October,770.895,[{}],CUUR0000AA0,
2019,M11,November,770.482,[{}],CUUR0000AA0,
2019,M12,December,769.781,[{}],CUUR0000AA0,
2020,M01,January,772.768,[{}],CUUR0000AA0,
2020,M02,February,774.886,[{}],CUUR0000AA0,
2020,M03,March,773.199,[{}],CUUR0000AA0,
2020,M04,April,768.029,[{}],CUUR0000AA0,
2020,M05,May,768.044,[{}],CUUR0000AA0,
2020,M06,June,772.245,[{}],CUUR0000AA0,
2020,M07,July,776.152,[{}],CUUR0000AA0,
2020,M08,August,778.599,[{}],CUUR0000AA0,
2020,M09,September,779.684,[{}],CUUR0000AA0,
2020,M10,October,780.008,[{}],CUUR0000AA0,
2020,M11,November,779.531,[{}],CUUR0000AA0,
2020,M12,December,780.263,[{}],CUUR0000AA0,
2021,M01,January,783.584,[{}],CUUR0000AA0,
2021,M02,February,787.872,[{}],CUUR0000AA0,
2021,M03,March,793.455,[{}],CUUR0000AA0,
2021,M04,April,799.975,[{}],CUUR0000AA0,
2021,M05,May,806.387,[{}],CUUR0000AA0,
2021,M06,June,813.879,[{}],CUUR0000AA0,
2021,M07,July,817.796,[{}],CUUR0000AA0,
2021,M08,August,819.485,[{}],CUUR0000AA0,
2021,M09,September,821.71,[{}],CUUR0000AA0,
2021,M10,October,828.538,[{}],CUUR0000AA0,
2021,M11,November,832.609,[{}],CUUR0000AA0,
2021,M12,December,835.168,[{}],CUUR0000AA0,
2022,M01,January,842.196,[{}],CUUR0000AA0,
2022,M02,February,849.887,[{}],CUUR0000AA0,
2022,M03,March,861.235,[{}],CUUR0000AA0,
2022,M04,April,866.042,[{}],CUUR0000AA0,
2022,M05,May,875.589,[{}],CUUR0000AA0,
2022,M06,June,887.615,[{}],CUUR0000AA0,
2022,M07,July,887.511,[{}],CUUR0000AA0,
2022,M08,August,887.197,[{}],CUUR0000AA0,
2022,M09,September,889.104,[{}],CUUR0000AA0,
2022,M10,October,892.711,[{}],CUUR0000AA0,
2022,M11,November,891.809,[{}],CUUR0000AA0,
2022,M12,December,889.073,[{}],CUUR0000AA0,
2023,M01,January,896.182,[{}],CUUR0000AA0,
2023,M02,February,901.182,[{}],CUUR0000AA0,
2023,M03,March,904.167,[{}],CUUR0000AA0,
2023,M04,April,908.742,[{}],CUUR0000AA0,
2023,M05,May,911.031,[{}],CUUR0000AA0,
2023,M06,June,913.97,[{}],CUUR0000AA0,
2023,M07,July,915.714,[{}],CUUR0000AA0,
2023,M08,August,919.713,[{}],CUUR0000AA0,
2023,M09,September,921.999,[{}],CUUR0000AA0,
2023,M10,October,921.645,[{}],CUUR0000AA0,
2023,M11,November,919.789,[{}],CUUR0000AA0,
2023,M12,December,918.875,[{}],CUUR0000AA0,
2024,M01,January,923.881,[{}],CUUR0000AA0,
2024,M02,February,929.598,[{}],CUUR0000AA0,
2024,M03,March,935.609,[{}],CUUR0000AA0,
2024,M04,April,939.251,[{}],CUUR0000AA0,
2024,M05,May,940.811,[{}],CUUR0000AA0,
2024,M06,June,941.129,[{}],CUUR0000AA0,
2024,M07,July,942.221,[{}],CUUR0000AA0,
2024,M08,August,942.988,[{}],CUUR0000AA0,
2024,M09,September,944.502,[{}],CUUR0000AA0,
2024,M10,October,945.589,[{}],CUUR0000AA0,True
2020,M01,January,772.768,[{}],CUUR0000AA0,
2020,M02,February,774.886,[{}],CUUR0000AA0,
2020,M03,March,773.199,[{}],CUUR0000AA0,
2020,M04,April,768.029,[{}],CUUR0000AA0,
2020,M05,May,768.044,[{}],CUUR0000AA0,
2020,M06,June,772.245,[{}],CUUR0000AA0,
2020,M07,July,776.152,[{}],CUUR0000AA0,
2020,M08,August,778.599,[{}],CUUR0000AA0,
2020,M09,September,779.684,[{}],CUUR0000AA0,
2020,M10,October,780.008,[{}],CUUR0000AA0,
2020,M11,November,779.531,[{}],CUUR0000AA0,
2020,M12,December,780.263,[{}],CUUR0000AA0,
2021,M01,January,783.584,[{}],CUUR0000AA0,
2021,M02,February,787.872,[{}],CUUR0000AA0,
2021,M03,March,793.455,[{}],CUUR0000AA0,
2021,M04,April,799.975,[{}],CUUR0000AA0,
2021,M05,May,806.387,[{}],CUUR0000AA0,
2021,M06,June,813.879,[{}],CUUR0000AA0,
2021,M07,July,817.796,[{}],CUUR0000AA0,
2021,M08,August,819.485,[{}],CUUR0000AA0,
2021,M09,September,821.710,[{}],CUUR0000AA0,
2021,M10,October,828.538,[{}],CUUR0000AA0,
2021,M11,November,832.609,[{}],CUUR0000AA0,
2021,M12,December,835.168,[{}],CUUR0000AA0,
2022,M01,January,842.196,[{}],CUUR0000AA0,
2022,M02,February,849.887,[{}],CUUR0000AA0,
2022,M03,March,861.235,[{}],CUUR0000AA0,
2022,M04,April,866.042,[{}],CUUR0000AA0,
2022,M05,May,875.589,[{}],CUUR0000AA0,
2022,M06,June,887.615,[{}],CUUR0000AA0,
2022,M07,July,887.511,[{}],CUUR0000AA0,
2022,M08,August,887.197,[{}],CUUR0000AA0,
2022,M09,September,889.104,[{}],CUUR0000AA0,
2022,M10,October,892.711,[{}],CUUR0000AA0,
2022,M11,November,891.809,[{}],CUUR0000AA0,
2022,M12,December,889.073,[{}],CUUR0000AA0,
2023,M01,January,896.182,[{}],CUUR0000AA0,
2023,M02,February,901.182,[{}],CUUR0000AA0,
2023,M03,March,904.167,[{}],CUUR0000AA0,
2023,M04,April,908.742,[{}],CUUR0000AA0,
2023,M05,May,911.031,[{}],CUUR0000AA0,
2023,M06,June,913.970,[{}],CUUR0000AA0,
2023,M07,July,915.714,[{}],CUUR0000AA0,
2023,M08,August,919.713,[{}],CUUR0000AA0,
2023,M09,September,921.999,[{}],CUUR0000AA0,
2023,M10,October,921.645,[{}],CUUR0000AA0,
2023,M11,November,919.789,[{}],CUUR0000AA0,
2023,M12,December,918.875,[{}],CUUR0000AA0,
2024,M01,January,923.881,[{}],CUUR0000AA0,
2024,M02,February,929.598,[{}],CUUR0000AA0,
2024,M03,March,935.609,[{}],CUUR0000AA0,
2024,M04,April,939.251,[{}],CUUR0000AA0,
2024,M05,May,940.811,[{}],CUUR0000AA0,
2024,M06,June,941.129,[{}],CUUR0000AA0,
2024,M07,July,942.221,[{}],CUUR0000AA0,
2024,M08,August,942.988,[{}],CUUR0000AA0,
2024,M09,September,944.502,[{}],CUUR0000AA0,
2024,M10,October,945.589,[{}],CUUR0000AA0,true
